DECILGEN,KOMMUNEDK,PRISENHED,TID,INDHOLD
1. decil,Ballerup,Faste priser (seneste dataårs prisniveau),1993,102894
1. decil,Ballerup,Faste priser (seneste dataårs prisniveau),1994,108660
1. decil,Ballerup,Faste priser (seneste dataårs prisniveau),1995,110064
1. decil,Ballerup,Faste priser (seneste dataårs prisniveau),1996,110368
1. decil,Ballerup,Faste priser (seneste dataårs prisniveau),1997,106992
1. decil,Ballerup,Faste priser (seneste dataårs prisniveau),1998,115556
1. decil,Ballerup,Faste priser (seneste dataårs prisniveau),1999,114436
1. decil,Ballerup,Faste priser (seneste dataårs prisniveau),2000,116398
1. decil,Ballerup,Faste priser (seneste dataårs prisniveau),2001,115628
1. decil,Ballerup,Faste priser (seneste dataårs prisniveau),2002,121086
1. decil,Ballerup,Faste priser (seneste dataårs prisniveau),2003,122195
1. decil,Ballerup,Faste priser (seneste dataårs prisniveau),2004,122814
1. decil,Ballerup,Faste priser (seneste dataårs prisniveau),2005,120260
1. decil,Ballerup,Faste priser (seneste dataårs prisniveau),2006,120727
1. decil,Ballerup,Faste priser (seneste dataårs prisniveau),2007,115837
1. decil,Ballerup,Faste priser (seneste dataårs prisniveau),2008,106720
1. decil,Ballerup,Faste priser (seneste dataårs prisniveau),2009,106288
1. decil,Ballerup,Faste priser (seneste dataårs prisniveau),2010,109980
1. decil,Ballerup,Faste priser (seneste dataårs prisniveau),2011,108214
1. decil,Ballerup,Faste priser (seneste dataårs prisniveau),2012,110308
1. decil,Ballerup,Faste priser (seneste dataårs prisniveau),2013,109695
1. decil,Ballerup,Faste priser (seneste dataårs prisniveau),2014,112673
1. decil,Ballerup,Faste priser (seneste dataårs prisniveau),2015,114890
1. decil,Ballerup,Faste priser (seneste dataårs prisniveau),2016,114047
1. decil,Ballerup,Faste priser (seneste dataårs prisniveau),2017,116066
1. decil,Ballerup,Faste priser (seneste dataårs prisniveau),2018,117538
1. decil,Ballerup,Faste priser (seneste dataårs prisniveau),2019,117809
1. decil,Ballerup,Faste priser (seneste dataårs prisniveau),2020,121522
1. decil,Ballerup,Faste priser (seneste dataårs prisniveau),2021,127418
1. decil,Ballerup,Faste priser (seneste dataårs prisniveau),2022,115234
1. decil,Ballerup,Faste priser (seneste dataårs prisniveau),2023,114727
1. decil,Ballerup,Faste priser (seneste dataårs prisniveau),2024,117721
1. decil,Ballerup,Nominelle priser,1987,48789
1. decil,Ballerup,Nominelle priser,1988,47080
1. decil,Ballerup,Nominelle priser,1989,51499
1. decil,Ballerup,Nominelle priser,1990,52715
1. decil,Ballerup,Nominelle priser,1991,53631
1. decil,Ballerup,Nominelle priser,1992,55082
1. decil,Ballerup,Nominelle priser,1993,56549
1. decil,Ballerup,Nominelle priser,1994,60912
1. decil,Ballerup,Nominelle priser,1995,62990
1. decil,Ballerup,Nominelle priser,1996,64498
1. decil,Ballerup,Nominelle priser,1997,63897
1. decil,Ballerup,Nominelle priser,1998,70282
1. decil,Ballerup,Nominelle priser,1999,71334
1. decil,Ballerup,Nominelle priser,2000,74675
1. decil,Ballerup,Nominelle priser,2001,75932
1. decil,Ballerup,Nominelle priser,2002,81439
1. decil,Ballerup,Nominelle priser,2003,83901
1. decil,Ballerup,Nominelle priser,2004,85301
1. decil,Ballerup,Nominelle priser,2005,85040
1. decil,Ballerup,Nominelle priser,2006,86992
1. decil,Ballerup,Nominelle priser,2007,84897
1. decil,Ballerup,Nominelle priser,2008,80874
1. decil,Ballerup,Nominelle priser,2009,81611
1. decil,Ballerup,Nominelle priser,2010,86394
1. decil,Ballerup,Nominelle priser,2011,87346
1. decil,Ballerup,Nominelle priser,2012,91178
1. decil,Ballerup,Nominelle priser,2013,91381
1. decil,Ballerup,Nominelle priser,2014,94399
1. decil,Ballerup,Nominelle priser,2015,96691
1. decil,Ballerup,Nominelle priser,2016,96232
1. decil,Ballerup,Nominelle priser,2017,99056
1. decil,Ballerup,Nominelle priser,2018,101130
1. decil,Ballerup,Nominelle priser,2019,102126
1. decil,Ballerup,Nominelle priser,2020,105790
1. decil,Ballerup,Nominelle priser,2021,112977
1. decil,Ballerup,Nominelle priser,2022,110041
1. decil,Ballerup,Nominelle priser,2023,113172
1. decil,Ballerup,Nominelle priser,2024,117721
1. decil,Brøndby,Faste priser (seneste dataårs prisniveau),1987,96823
1. decil,Brøndby,Faste priser (seneste dataårs prisniveau),1988,98741
1. decil,Brøndby,Faste priser (seneste dataårs prisniveau),1989,95789
1. decil,Brøndby,Faste priser (seneste dataårs prisniveau),1990,95925
1. decil,Brøndby,Faste priser (seneste dataårs prisniveau),1991,96588
1. decil,Brøndby,Faste priser (seneste dataårs prisniveau),1992,93667
1. decil,Brøndby,Faste priser (seneste dataårs prisniveau),1993,90585
1. decil,Brøndby,Faste priser (seneste dataårs prisniveau),1994,101126
1. decil,Brøndby,Faste priser (seneste dataårs prisniveau),1995,104291
1. decil,Brøndby,Faste priser (seneste dataårs prisniveau),1996,102043
1. decil,Brøndby,Faste priser (seneste dataårs prisniveau),1997,102357
1. decil,Brøndby,Faste priser (seneste dataårs prisniveau),1998,105829
1. decil,Brøndby,Faste priser (seneste dataårs prisniveau),1999,105746
1. decil,Brøndby,Faste priser (seneste dataårs prisniveau),2000,105582
1. decil,Brøndby,Faste priser (seneste dataårs prisniveau),2001,107690
1. decil,Brøndby,Faste priser (seneste dataårs prisniveau),2002,112991
1. decil,Brøndby,Faste priser (seneste dataårs prisniveau),2003,112698
1. decil,Brøndby,Faste priser (seneste dataårs prisniveau),2004,111513
1. decil,Brøndby,Faste priser (seneste dataårs prisniveau),2005,111406
1. decil,Brøndby,Faste priser (seneste dataårs prisniveau),2006,112237
1. decil,Brøndby,Faste priser (seneste dataårs prisniveau),2007,112190
1. decil,Brøndby,Faste priser (seneste dataårs prisniveau),2008,102506
1. decil,Brøndby,Faste priser (seneste dataårs prisniveau),2009,98757
1. decil,Brøndby,Faste priser (seneste dataårs prisniveau),2010,101806
1. decil,Brøndby,Faste priser (seneste dataårs prisniveau),2011,97710
1. decil,Brøndby,Faste priser (seneste dataårs prisniveau),2012,101687
1. decil,Brøndby,Faste priser (seneste dataårs prisniveau),2013,98041
1. decil,Brøndby,Faste priser (seneste dataårs prisniveau),2014,98013
1. decil,Brøndby,Faste priser (seneste dataårs prisniveau),2015,90247
1. decil,Brøndby,Faste priser (seneste dataårs prisniveau),2016,97516
1. decil,Brøndby,Faste priser (seneste dataårs prisniveau),2017,93355
1. decil,Brøndby,Faste priser (seneste dataårs prisniveau),2018,96644
1. decil,Brøndby,Faste priser (seneste dataårs prisniveau),2019,99134
1. decil,Brøndby,Faste priser (seneste dataårs prisniveau),2020,101721
1. decil,Brøndby,Faste priser (seneste dataårs prisniveau),2021,108577
1. decil,Brøndby,Faste priser (seneste dataårs prisniveau),2022,99061
1. decil,Brøndby,Faste priser (seneste dataårs prisniveau),2023,96594
1. decil,Brøndby,Faste priser (seneste dataårs prisniveau),2024,88193
1. decil,Brøndby,Nominelle priser,1987,44722
1. decil,Brøndby,Nominelle priser,1988,47670
1. decil,Brøndby,Nominelle priser,1989,48456
1. decil,Brøndby,Nominelle priser,1990,49802
1. decil,Brøndby,Nominelle priser,1991,51349
1. decil,Brøndby,Nominelle priser,1992,50849
1. decil,Brøndby,Nominelle priser,1993,49784
1. decil,Brøndby,Nominelle priser,1994,56689
1. decil,Brøndby,Nominelle priser,1995,59686
1. decil,Brøndby,Nominelle priser,1996,59633
1. decil,Brøndby,Nominelle priser,1997,61129
1. decil,Brøndby,Nominelle priser,1998,64366
1. decil,Brøndby,Nominelle priser,1999,65917
1. decil,Brøndby,Nominelle priser,2000,67736
1. decil,Brøndby,Nominelle priser,2001,70719
1. decil,Brøndby,Nominelle priser,2002,75994
1. decil,Brøndby,Nominelle priser,2003,77380
1. decil,Brøndby,Nominelle priser,2004,77452
1. decil,Brøndby,Nominelle priser,2005,78779
1. decil,Brøndby,Nominelle priser,2006,80874
1. decil,Brøndby,Nominelle priser,2007,82224
1. decil,Brøndby,Nominelle priser,2008,77681
1. decil,Brøndby,Nominelle priser,2009,75829
1. decil,Brøndby,Nominelle priser,2010,79973
1. decil,Brøndby,Nominelle priser,2011,78867
1. decil,Brøndby,Nominelle priser,2012,84052
1. decil,Brøndby,Nominelle priser,2013,81673
1. decil,Brøndby,Nominelle priser,2014,82116
1. decil,Brøndby,Nominelle priser,2015,75952
1. decil,Brøndby,Nominelle priser,2016,82284
1. decil,Brøndby,Nominelle priser,2017,79673
1. decil,Brøndby,Nominelle priser,2018,83153
1. decil,Brøndby,Nominelle priser,2019,85937
1. decil,Brøndby,Nominelle priser,2020,88552
1. decil,Brøndby,Nominelle priser,2021,96271
1. decil,Brøndby,Nominelle priser,2022,94597
1. decil,Brøndby,Nominelle priser,2023,95285
1. decil,Brøndby,Nominelle priser,2024,88193
1. decil,Gentofte,Faste priser (seneste dataårs prisniveau),1987,51146
1. decil,Gentofte,Faste priser (seneste dataårs prisniveau),1988,44530
1. decil,Gentofte,Faste priser (seneste dataårs prisniveau),1989,33424
1. decil,Gentofte,Faste priser (seneste dataårs prisniveau),1990,5181
1. decil,Gentofte,Faste priser (seneste dataårs prisniveau),1991,33104
1. decil,Gentofte,Faste priser (seneste dataårs prisniveau),1992,11951
1. decil,Gentofte,Faste priser (seneste dataårs prisniveau),1993,-4625
1. decil,Gentofte,Faste priser (seneste dataårs prisniveau),1994,28911
1. decil,Gentofte,Faste priser (seneste dataårs prisniveau),1995,58827
1. decil,Gentofte,Faste priser (seneste dataårs prisniveau),1996,69481
1. decil,Gentofte,Faste priser (seneste dataårs prisniveau),1997,82163
1. decil,Gentofte,Faste priser (seneste dataårs prisniveau),1998,65206
1. decil,Gentofte,Faste priser (seneste dataårs prisniveau),1999,74677
1. decil,Gentofte,Faste priser (seneste dataårs prisniveau),2000,73098
1. decil,Gentofte,Faste priser (seneste dataårs prisniveau),2001,67433
1. decil,Gentofte,Faste priser (seneste dataårs prisniveau),2002,83615
1. decil,Gentofte,Faste priser (seneste dataårs prisniveau),2003,79554
1. decil,Gentofte,Faste priser (seneste dataårs prisniveau),2004,73722
1. decil,Gentofte,Faste priser (seneste dataårs prisniveau),2005,93715
1. decil,Gentofte,Faste priser (seneste dataårs prisniveau),2006,66853
1. decil,Gentofte,Faste priser (seneste dataårs prisniveau),2007,39249
1. decil,Gentofte,Faste priser (seneste dataårs prisniveau),2008,-85778
1. decil,Gentofte,Faste priser (seneste dataårs prisniveau),2009,-62493
1. decil,Gentofte,Faste priser (seneste dataårs prisniveau),2010,-14748
1. decil,Gentofte,Faste priser (seneste dataårs prisniveau),2011,22319
1. decil,Gentofte,Faste priser (seneste dataårs prisniveau),2012,42342
1. decil,Gentofte,Faste priser (seneste dataårs prisniveau),2013,32842
1. decil,Gentofte,Faste priser (seneste dataårs prisniveau),2014,36096
1. decil,Gentofte,Faste priser (seneste dataårs prisniveau),2015,73842
1. decil,Gentofte,Faste priser (seneste dataårs prisniveau),2016,74734
1. decil,Gentofte,Faste priser (seneste dataårs prisniveau),2017,66424
1. decil,Gentofte,Faste priser (seneste dataårs prisniveau),2018,76659
1. decil,Gentofte,Faste priser (seneste dataårs prisniveau),2019,69293
1. decil,Gentofte,Faste priser (seneste dataårs prisniveau),2020,48565
1. decil,Gentofte,Faste priser (seneste dataårs prisniveau),2021,98500
1. decil,Gentofte,Faste priser (seneste dataårs prisniveau),2022,15395
1. decil,Gentofte,Faste priser (seneste dataårs prisniveau),2023,48863
1. decil,Gentofte,Faste priser (seneste dataårs prisniveau),2024,88386
1. decil,Gentofte,Nominelle priser,1987,23624
1. decil,Gentofte,Nominelle priser,1988,21498
1. decil,Gentofte,Nominelle priser,1989,16908
1. decil,Gentofte,Nominelle priser,1990,2690
1. decil,Gentofte,Nominelle priser,1991,17599
1. decil,Gentofte,Nominelle priser,1992,6488
1. decil,Gentofte,Nominelle priser,1993,-2542
1. decil,Gentofte,Nominelle priser,1994,16207
1. decil,Gentofte,Nominelle priser,1995,33667
1. decil,Gentofte,Nominelle priser,1996,40604
1. decil,Gentofte,Nominelle priser,1997,49069
1. decil,Gentofte,Nominelle priser,1998,39659
1. decil,Gentofte,Nominelle priser,1999,46550
1. decil,Gentofte,Nominelle priser,2000,46896
1. decil,Gentofte,Nominelle priser,2001,44283
1. decil,Gentofte,Nominelle priser,2002,56237
1. decil,Gentofte,Nominelle priser,2003,54623
1. decil,Gentofte,Nominelle priser,2004,51204
1. decil,Gentofte,Nominelle priser,2005,66269
1. decil,Gentofte,Nominelle priser,2006,48172
1. decil,Gentofte,Nominelle priser,2007,28766
1. decil,Gentofte,Nominelle priser,2008,-65004
1. decil,Gentofte,Nominelle priser,2009,-47984
1. decil,Gentofte,Nominelle priser,2010,-11585
1. decil,Gentofte,Nominelle priser,2011,18015
1. decil,Gentofte,Nominelle priser,2012,34999
1. decil,Gentofte,Nominelle priser,2013,27359
1. decil,Gentofte,Nominelle priser,2014,30242
1. decil,Gentofte,Nominelle priser,2015,62145
1. decil,Gentofte,Nominelle priser,2016,63060
1. decil,Gentofte,Nominelle priser,2017,56689
1. decil,Gentofte,Nominelle priser,2018,65958
1. decil,Gentofte,Nominelle priser,2019,60069
1. decil,Gentofte,Nominelle priser,2020,42278
1. decil,Gentofte,Nominelle priser,2021,87336
1. decil,Gentofte,Nominelle priser,2022,14701
1. decil,Gentofte,Nominelle priser,2023,48201
1. decil,Gentofte,Nominelle priser,2024,88386
1. decil,Gladsaxe,Faste priser (seneste dataårs prisniveau),1987,77992
1. decil,Gladsaxe,Faste priser (seneste dataårs prisniveau),1988,78531
1. decil,Gladsaxe,Faste priser (seneste dataårs prisniveau),1989,73822
1. decil,Gladsaxe,Faste priser (seneste dataårs prisniveau),1990,73971
1. decil,Gladsaxe,Faste priser (seneste dataårs prisniveau),1991,77004
1. decil,Gladsaxe,Faste priser (seneste dataårs prisniveau),1992,77372
1. decil,Gladsaxe,Faste priser (seneste dataårs prisniveau),1993,76208
1. decil,Gladsaxe,Faste priser (seneste dataårs prisniveau),1994,88124
1. decil,Gladsaxe,Faste priser (seneste dataårs prisniveau),1995,95988
1. decil,Gladsaxe,Faste priser (seneste dataårs prisniveau),1996,100335
1. decil,Gladsaxe,Faste priser (seneste dataårs prisniveau),1997,100311
1. decil,Gladsaxe,Faste priser (seneste dataårs prisniveau),1998,103261
1. decil,Gladsaxe,Faste priser (seneste dataårs prisniveau),1999,104453
1. decil,Gladsaxe,Faste priser (seneste dataårs prisniveau),2000,104796
1. decil,Gladsaxe,Faste priser (seneste dataårs prisniveau),2001,104341
1. decil,Gladsaxe,Faste priser (seneste dataårs prisniveau),2002,107315
1. decil,Gladsaxe,Faste priser (seneste dataårs prisniveau),2003,107707
1. decil,Gladsaxe,Faste priser (seneste dataårs prisniveau),2004,109596
1. decil,Gladsaxe,Faste priser (seneste dataårs prisniveau),2005,110579
1. decil,Gladsaxe,Faste priser (seneste dataårs prisniveau),2006,105858
1. decil,Gladsaxe,Faste priser (seneste dataårs prisniveau),2007,97552
1. decil,Gladsaxe,Faste priser (seneste dataårs prisniveau),2008,81495
1. decil,Gladsaxe,Faste priser (seneste dataårs prisniveau),2009,91077
1. decil,Gladsaxe,Faste priser (seneste dataårs prisniveau),2010,94274
1. decil,Gladsaxe,Faste priser (seneste dataårs prisniveau),2011,85366
1. decil,Gladsaxe,Faste priser (seneste dataårs prisniveau),2012,88123
1. decil,Gladsaxe,Faste priser (seneste dataårs prisniveau),2013,94626
1. decil,Gladsaxe,Faste priser (seneste dataårs prisniveau),2014,96632
1. decil,Gladsaxe,Faste priser (seneste dataårs prisniveau),2015,96350
1. decil,Gladsaxe,Faste priser (seneste dataårs prisniveau),2016,95328
1. decil,Gladsaxe,Faste priser (seneste dataårs prisniveau),2017,93059
1. decil,Gladsaxe,Faste priser (seneste dataårs prisniveau),2018,96726
1. decil,Gladsaxe,Faste priser (seneste dataårs prisniveau),2019,102252
1. decil,Gladsaxe,Faste priser (seneste dataårs prisniveau),2020,108238
1. decil,Gladsaxe,Faste priser (seneste dataårs prisniveau),2021,112609
1. decil,Gladsaxe,Faste priser (seneste dataårs prisniveau),2022,98951
1. decil,Gladsaxe,Faste priser (seneste dataårs prisniveau),2023,104731
1. decil,Gladsaxe,Faste priser (seneste dataårs prisniveau),2024,106164
1. decil,Gladsaxe,Nominelle priser,1987,36024
1. decil,Gladsaxe,Nominelle priser,1988,37913
1. decil,Gladsaxe,Nominelle priser,1989,37344
1. decil,Gladsaxe,Nominelle priser,1990,38404
1. decil,Gladsaxe,Nominelle priser,1991,40938
1. decil,Gladsaxe,Nominelle priser,1992,42003
1. decil,Gladsaxe,Nominelle priser,1993,41883
1. decil,Gladsaxe,Nominelle priser,1994,49400
1. decil,Gladsaxe,Nominelle priser,1995,54934
1. decil,Gladsaxe,Nominelle priser,1996,58635
1. decil,Gladsaxe,Nominelle priser,1997,59907
1. decil,Gladsaxe,Nominelle priser,1998,62804
1. decil,Gladsaxe,Nominelle priser,1999,65111
1. decil,Gladsaxe,Nominelle priser,2000,67232
1. decil,Gladsaxe,Nominelle priser,2001,68520
1. decil,Gladsaxe,Nominelle priser,2002,72177
1. decil,Gladsaxe,Nominelle priser,2003,73953
1. decil,Gladsaxe,Nominelle priser,2004,76120
1. decil,Gladsaxe,Nominelle priser,2005,78194
