Decile,Municipality,Price_Unit,Year,Average_Income
1st Decile,Gentofte,Nominal prices,1997,49069
1st Decile,Gentofte,Nominal prices,1998,39659
1st Decile,Gentofte,Nominal prices,1999,46550
1st Decile,Gentofte,Nominal prices,2000,46896
1st Decile,Gentofte,Nominal prices,2001,44283
1st Decile,Gentofte,Nominal prices,2002,56237
1st Decile,Gentofte,Nominal prices,2003,54623
1st Decile,Gentofte,Nominal prices,2004,51204
1st Decile,Gentofte,Nominal prices,2005,66269
1st Decile,Gentofte,Nominal prices,2006,48172
1st Decile,Gentofte,Nominal prices,2007,28766
1st Decile,Gentofte,Nominal prices,2008,-65004
1st Decile,Gentofte,Nominal prices,2009,-47984
1st Decile,Gentofte,Nominal prices,2010,-11585
1st Decile,Gentofte,Nominal prices,2011,18015
1st Decile,Gentofte,Nominal prices,2012,34999
1st Decile,Gentofte,Nominal prices,2013,27359
1st Decile,Gentofte,Nominal prices,2014,30242
1st Decile,Gentofte,Nominal prices,2015,62145
1st Decile,Gentofte,Nominal prices,2016,63060
1st Decile,Gentofte,Nominal prices,2017,56689
1st Decile,Gentofte,Nominal prices,2018,65958
1st Decile,Gentofte,Nominal prices,2019,60069
1st Decile,Gentofte,Nominal prices,2020,42278
1st Decile,Gentofte,Nominal prices,2021,87336
1st Decile,Gentofte,Nominal prices,2022,14701
1st Decile,Gentofte,Nominal prices,2023,48201
1st Decile,Gentofte,Nominal prices,2024,88386
1st Decile,Gladsaxe,Constant prices,1987,77992
1st Decile,Gladsaxe,Constant prices,1988,78531
1st Decile,Gladsaxe,Constant prices,1989,73822
1st Decile,Gladsaxe,Constant prices,1990,73971
1st Decile,Gladsaxe,Constant prices,1991,77004
1st Decile,Gladsaxe,Constant prices,1992,77372
1st Decile,Gladsaxe,Constant prices,1993,76208
1st Decile,Gladsaxe,Constant prices,1994,88124
1st Decile,Gladsaxe,Constant prices,1995,95988
1st Decile,Gladsaxe,Constant prices,1996,100335
1st Decile,Gladsaxe,Constant prices,1997,100311
1st Decile,Gladsaxe,Constant prices,1998,103261
1st Decile,Gladsaxe,Constant prices,1999,104453
1st Decile,Gladsaxe,Constant prices,2000,104796
1st Decile,Gladsaxe,Constant prices,2001,104341
1st Decile,Gladsaxe,Constant prices,2002,107315
1st Decile,Gladsaxe,Constant prices,2003,107707
1st Decile,Gladsaxe,Constant prices,2004,109596
1st Decile,Gladsaxe,Constant prices,2005,110579
1st Decile,Gladsaxe,Constant prices,2006,105858
1st Decile,Gladsaxe,Constant prices,2007,97552
1st Decile,Gladsaxe,Constant prices,2008,81495
1st Decile,Gladsaxe,Constant prices,2009,91077
1st Decile,Gladsaxe,Constant prices,2010,94274
1st Decile,Gladsaxe,Constant prices,2011,85366
1st Decile,Gladsaxe,Constant prices,2012,88123
1st Decile,Gladsaxe,Constant prices,2013,94626
1st Decile,Gladsaxe,Constant prices,2014,96632
1st Decile,Gladsaxe,Constant prices,2015,96350
1st Decile,Gladsaxe,Constant prices,2016,95328
1st Decile,Gladsaxe,Constant prices,2017,93059
1st Decile,Gladsaxe,Constant prices,2018,96726
1st Decile,Gladsaxe,Constant prices,2019,102252
1st Decile,Gladsaxe,Constant prices,2020,108238
1st Decile,Gladsaxe,Constant prices,2021,112609
1st Decile,Gladsaxe,Constant prices,2022,98951
1st Decile,Gladsaxe,Constant prices,2023,104731
1st Decile,Gladsaxe,Constant prices,2024,106164
1st Decile,Gladsaxe,Nominal prices,1987,36024
1st Decile,Gladsaxe,Nominal prices,1988,37913
1st Decile,Gladsaxe,Nominal prices,1989,37344
1st Decile,Gladsaxe,Nominal prices,1990,38404
1st Decile,Gladsaxe,Nominal prices,1991,40938
1st Decile,Gladsaxe,Nominal prices,1992,42003
1st Decile,Gladsaxe,Nominal prices,1993,41883
1st Decile,Gladsaxe,Nominal prices,1994,49400
1st Decile,Gladsaxe,Nominal prices,1995,54934
1st Decile,Gladsaxe,Nominal prices,1996,58635
1st Decile,Gladsaxe,Nominal prices,1997,59907
1st Decile,Gladsaxe,Nominal prices,1998,62804
1st Decile,Gladsaxe,Nominal prices,1999,65111
1st Decile,Gladsaxe,Nominal prices,2000,67232
1st Decile,Gladsaxe,Nominal prices,2001,68520
1st Decile,Gladsaxe,Nominal prices,2002,72177
1st Decile,Gladsaxe,Nominal prices,2003,73953
1st Decile,Gladsaxe,Nominal prices,2004,76120
1st Decile,Gladsaxe,Nominal prices,2005,78194
1st Decile,Gladsaxe,Nominal prices,2006,76278
1st Decile,Gladsaxe,Nominal prices,2007,71496
1st Decile,Gladsaxe,Nominal prices,2008,61758
1st Decile,Gladsaxe,Nominal prices,2009,69932
1st Decile,Gladsaxe,Nominal prices,2010,74056
1st Decile,Gladsaxe,Nominal prices,2011,68904
1st Decile,Gladsaxe,Nominal prices,2012,72840
1st Decile,Gladsaxe,Nominal prices,2013,78828
1st Decile,Gladsaxe,Nominal prices,2014,80959
1st Decile,Gladsaxe,Nominal prices,2015,81088
1st Decile,Gladsaxe,Nominal prices,2016,80437
1st Decile,Gladsaxe,Nominal prices,2017,79421
1st Decile,Gladsaxe,Nominal prices,2018,83224
1st Decile,Gladsaxe,Nominal prices,2019,88640
1st Decile,Gladsaxe,Nominal prices,2020,94226
1st Decile,Gladsaxe,Nominal prices,2021,99846
1st Decile,Gladsaxe,Nominal prices,2022,94492
1st Decile,Gladsaxe,Nominal prices,2023,103311
1st Decile,Gladsaxe,Nominal prices,2024,106164
1st Decile,Glostrup,Constant prices,1987,88918
1st Decile,Glostrup,Constant prices,1988,90814
1st Decile,Glostrup,Constant prices,1989,87842
1st Decile,Glostrup,Constant prices,1990,91141
1st Decile,Glostrup,Constant prices,1991,95974
1st Decile,Glostrup,Constant prices,1992,96075
1st Decile,Glostrup,Constant prices,1993,95205
1st Decile,Glostrup,Constant prices,1994,101141
1st Decile,Glostrup,Constant prices,1995,110175
1st Decile,Glostrup,Constant prices,1996,110862
1st Decile,Glostrup,Constant prices,1997,106963
1st Decile,Glostrup,Constant prices,1998,111837
1st Decile,Glostrup,Constant prices,1999,113241
1st Decile,Glostrup,Constant prices,2000,115874
1st Decile,Glostrup,Constant prices,2001,116976
1st Decile,Glostrup,Constant prices,2002,120538
1st Decile,Glostrup,Constant prices,2003,119259
1st Decile,Glostrup,Constant prices,2004,122284
1st Decile,Glostrup,Constant prices,2005,125958
1st Decile,Glostrup,Constant prices,2006,124063
1st Decile,Glostrup,Constant prices,2007,123741
1st Decile,Glostrup,Constant prices,2008,116299
1st Decile,Glostrup,Constant prices,2009,113050
1st Decile,Glostrup,Constant prices,2010,117574
1st Decile,Glostrup,Constant prices,2011,114041
1st Decile,Glostrup,Constant prices,2012,113231
1st Decile,Glostrup,Constant prices,2013,114364
1st Decile,Glostrup,Constant prices,2014,110141
1st Decile,Glostrup,Constant prices,2015,110080
1st Decile,Glostrup,Constant prices,2016,101658
1st Decile,Glostrup,Constant prices,2017,100234
1st Decile,Glostrup,Constant prices,2018,102834
1st Decile,Glostrup,Constant prices,2019,110087
1st Decile,Glostrup,Constant prices,2020,115180
1st Decile,Glostrup,Constant prices,2021,117708
1st Decile,Glostrup,Constant prices,2022,111800
1st Decile,Glostrup,Constant prices,2023,107705
1st Decile,Glostrup,Constant prices,2024,108743
1st Decile,Glostrup,Nominal prices,1987,41071
1st Decile,Glostrup,Nominal prices,1988,43843
1st Decile,Glostrup,Nominal prices,1989,44436
1st Decile,Glostrup,Nominal prices,1990,47318
1st Decile,Glostrup,Nominal prices,1991,51023
1st Decile,Glostrup,Nominal prices,1992,52156
1st Decile,Glostrup,Nominal prices,1993,52323
1st Decile,Glostrup,Nominal prices,1994,56697
1st Decile,Glostrup,Nominal prices,1995,63053
1st Decile,Glostrup,Nominal prices,1996,64787
1st Decile,Glostrup,Nominal prices,1997,63880
1st Decile,Glostrup,Nominal prices,1998,68020
1st Decile,Glostrup,Nominal prices,1999,70589
1st Decile,Glostrup,Nominal prices,2000,74339
1st Decile,Glostrup,Nominal prices,2001,76817
1st Decile,Glostrup,Nominal prices,2002,81070
1st Decile,Glostrup,Nominal prices,2003,81885
1st Decile,Glostrup,Nominal prices,2004,84933
1st Decile,Glostrup,Nominal prices,2005,89069
1st Decile,Glostrup,Nominal prices,2006,89396
1st Decile,Glostrup,Nominal prices,2007,90690
1st Decile,Glostrup,Nominal prices,2008,88133
1st Decile,Glostrup,Nominal prices,2009,86803
1st Decile,Glostrup,Nominal prices,2010,92359
1st Decile,Glostrup,Nominal prices,2011,92049
1st Decile,Glostrup,Nominal prices,2012,93594
1st Decile,Glostrup,Nominal prices,2013,95271
1st Decile,Glostrup,Nominal prices,2014,92277
1st Decile,Glostrup,Nominal prices,2015,92643
1st Decile,Glostrup,Nominal prices,2016,85779
1st Decile,Glostrup,Nominal prices,2017,85544
1st Decile,Glostrup,Nominal prices,2018,88479
1st Decile,Glostrup,Nominal prices,2019,95432
1st Decile,Glostrup,Nominal prices,2020,100269
1st Decile,Glostrup,Nominal prices,2021,104367
1st Decile,Glostrup,Nominal prices,2022,106762
1st Decile,Glostrup,Nominal prices,2023,106245
1st Decile,Glostrup,Nominal prices,2024,108743
1st Decile,Herlev,Constant prices,1987,98594
1st Decile,Herlev,Constant prices,1988,93635
1st Decile,Herlev,Constant prices,1989,95374
1st Decile,Herlev,Constant prices,1990,92198
1st Decile,Herlev,Constant prices,1991,96172
1st Decile,Herlev,Constant prices,1992,92343
1st Decile,Herlev,Constant prices,1993,93860
1st Decile,Herlev,Constant prices,1994,96071
1st Decile,Herlev,Constant prices,1995,103568
1st Decile,Herlev,Constant prices,1996,104293
1st Decile,Herlev,Constant prices,1997,104410
1st Decile,Herlev,Constant prices,1998,100916
1st Decile,Herlev,Constant prices,1999,105409
1st Decile,Herlev,Constant prices,2000,100865
1st Decile,Herlev,Constant prices,2001,101729
1st Decile,Herlev,Constant prices,2002,111600
1st Decile,Herlev,Constant prices,2003,110771
1st Decile,Herlev,Constant prices,2004,112380
1st Decile,Herlev,Constant prices,2005,110552
1st Decile,Herlev,Constant prices,2006,114113
1st Decile,Herlev,Constant prices,2007,110570
1st Decile,Herlev,Constant prices,2008,103129
1st Decile,Herlev,Constant prices,2009,109115
1st Decile,Herlev,Constant prices,2010,110674
1st Decile,Herlev,Constant prices,2011,109515
1st Decile,Herlev,Constant prices,2012,113692
1st Decile,Herlev,Constant prices,2013,114675
1st Decile,Herlev,Constant prices,2014,113120
1st Decile,Herlev,Constant prices,2015,114087
1st Decile,Herlev,Constant prices,2016,111036
1st Decile,Herlev,Constant prices,2017,108436
1st Decile,Herlev,Constant prices,2018,113059
1st Decile,Herlev,Constant prices,2019,115827
1st Decile,Herlev,Constant prices,2020,122027
1st Decile,Herlev,Constant prices,2021,126304
1st Decile,Herlev,Constant prices,2022,114553
1st Decile,Herlev,Constant prices,2023,116431
1st Decile,Herlev,Constant prices,2024,115094
1st Decile,Herlev,Nominal prices,1987,45540
1st Decile,Herlev,Nominal prices,1988,45205
1st Decile,Herlev,Nominal prices,1989,48246
1st Decile,Herlev,Nominal prices,1990,47867
1st Decile,Herlev,Nominal prices,1991,51128
1st Decile,Herlev,Nominal prices,1992,50130
1st Decile,Herlev,Nominal prices,1993,51584
1st Decile,Herlev,Nominal prices,1994,53855
1st Decile,Herlev,Nominal prices,1995,59272
1st Decile,Herlev,Nominal prices,1996,60948
1st Decile,Herlev,Nominal prices,1997,62355
1st Decile,Herlev,Nominal prices,1998,61378
1st Decile,Herlev,Nominal prices,1999,65707
1st Decile,Herlev,Nominal prices,2000,64710
1st Decile,Herlev,Nominal prices,2001,66805
1st Decile,Herlev,Nominal prices,2002,75059
1st Decile,Herlev,Nominal prices,2003,76057
1st Decile,Herlev,Nominal prices,2004,78054
1st Decile,Herlev,Nominal prices,2005,78175
1st Decile,Herlev,Nominal prices,2006,82226
1st Decile,Herlev,Nominal prices,2007,81037
1st Decile,Herlev,Nominal prices,2008,78153
1st Decile,Herlev,Nominal prices,2009,83782
1st Decile,Herlev,Nominal prices,2010,86939
1st Decile,Herlev,Nominal prices,2011,88396
1st Decile,Herlev,Nominal prices,2012,93975
1st Decile,Herlev,Nominal prices,2013,95530
1st Decile,Herlev,Nominal prices,2014,94773
1st Decile,Herlev,Nominal prices,2015,96015
1st Decile,Herlev,Nominal prices,2016,93692
1st Decile,Herlev,Nominal prices,2017,92544
1st Decile,Herlev,Nominal prices,2018,97277
1st Decile,Herlev,Nominal prices,2019,100408
1st Decile,Herlev,Nominal prices,2020,106230
1st Decile,Herlev,Nominal prices,2021,111989
1st Decile,Herlev,Nominal prices,2022,109391
1st Decile,Herlev,Nominal prices,2023,114853
1st Decile,Herlev,Nominal prices,2024,115094
1st Decile,Hvidovre,Constant prices,1987,89579
1st Decile,Hvidovre,Constant prices,1988,93687
1st Decile,Hvidovre,Constant prices,1989,92938
1st Decile,Hvidovre,Constant prices,1990,88872
1st Decile,Hvidovre,Constant prices,1991,91370
1st Decile,Hvidovre,Constant prices,1992,92885
1st Decile,Hvidovre,Constant prices,1993,92181
1st Decile,Hvidovre,Constant prices,1994,99119
1st Decile,Hvidovre,Constant prices,1995,99926
1st Decile,Hvidovre,Constant prices,1996,100332
1st Decile,Hvidovre,Constant prices,1997,102243
1st Decile,Hvidovre,Constant prices,1998,105037
1st Decile,Hvidovre,Constant prices,1999,104788
1st Decile,Hvidovre,Constant prices,2000,102628
1st Decile,Hvidovre,Constant prices,2001,104320
1st Decile,Hvidovre,Constant prices,2002,109162
1st Decile,Hvidovre,Constant prices,2003,108202
1st Decile,Hvidovre,Constant prices,2004,109626
1st Decile,Hvidovre,Constant prices,2005,110508
1st Decile,Hvidovre,Constant prices,2006,110144
1st Decile,Hvidovre,Constant prices,2007,110543
1st Decile,Hvidovre,Constant prices,2008,105561
1st Decile,Hvidovre,Constant prices,2009,98658
1st Decile,Hvidovre,Constant prices,2010,101908
1st Decile,Hvidovre,Constant prices,2011,100818
1st Decile,Hvidovre,Constant prices,2012,102672
1st Decile,Hvidovre,Constant prices,2013,104034
1st Decile,Hvidovre,Constant prices,2014,104828
1st Decile,Hvidovre,Constant prices,2015,104230
1st Decile,Hvidovre,Constant prices,2016,103226
1st Decile,Hvidovre,Constant prices,2017,101878
1st Decile,Hvidovre,Constant prices,2018,104666
1st Decile,Hvidovre,Constant prices,2019,106939
1st Decile,Hvidovre,Constant prices,2020,107513
1st Decile,Hvidovre,Constant prices,2021,114754
1st Decile,Hvidovre,Constant prices,2022,108898
1st Decile,Hvidovre,Constant prices,2023,109526
1st Decile,Hvidovre,Constant prices,2024,115216
1st Decile,Hvidovre,Nominal prices,1987,41376
1st Decile,Hvidovre,Nominal prices,1988,45230
1st Decile,Hvidovre,Nominal prices,1989,47014
1st Decile,Hvidovre,Nominal prices,1990,46140
1st Decile,Hvidovre,Nominal prices,1991,48575
1st Decile,Hvidovre,Nominal prices,1992,50424
1st Decile,Hvidovre,Nominal prices,1993,50661
1st Decile,Hvidovre,Nominal prices,1994,55564
1st Decile,Hvidovre,Nominal prices,1995,57188
1st Decile,Hvidovre,Nominal prices,1996,58633
1st Decile,Hvidovre,Nominal prices,1997,61061
1st Decile,Hvidovre,Nominal prices,1998,63884
1st Decile,Hvidovre,Nominal prices,1999,65320
1st Decile,Hvidovre,Nominal prices,2000,65841
1st Decile,Hvidovre,Nominal prices,2001,68506
1st Decile,Hvidovre,Nominal prices,2002,73419
1st Decile,Hvidovre,Nominal prices,2003,74293
1st Decile,Hvidovre,Nominal prices,2004,76141
1st Decile,Hvidovre,Nominal prices,2005,78144
1st Decile,Hvidovre,Nominal prices,2006,79366
1st Decile,Hvidovre,Nominal prices,2007,81017
1st Decile,Hvidovre,Nominal prices,2008,79996
1st Decile,Hvidovre,Nominal prices,2009,75753
1st Decile,Hvidovre,Nominal prices,2010,80053
1st Decile,Hvidovre,Nominal prices,2011,81376
1st Decile,Hvidovre,Nominal prices,2012,84866
1st Decile,Hvidovre,Nominal prices,2013,86665
1st Decile,Hvidovre,Nominal prices,2014,87826
1st Decile,Hvidovre,Nominal prices,2015,87720
1st Decile,Hvidovre,Nominal prices,2016,87102
1st Decile,Hvidovre,Nominal prices,2017,86947
1st Decile,Hvidovre,Nominal prices,2018,90055
1st Decile,Hvidovre,Nominal prices,2019,92703
1st Decile,Hvidovre,Nominal prices,2020,93595
1st Decile,Hvidovre,Nominal prices,2021,101748
1st Decile,Hvidovre,Nominal prices,2022,103990
1st Decile,Hvidovre,Nominal prices,2023,108041
1st Decile,Hvidovre,Nominal prices,2024,115216
1st Decile,Høje-Taastrup,Constant prices,1987,96838
1st Decile,Høje-Taastrup,Constant prices,1988,96541
1st Decile,Høje-Taastrup,Constant prices,1989,94097
1st Decile,Høje-Taastrup,Constant prices,1990,91233
1st Decile,Høje-Taastrup,Constant prices,1991,91975
1st Decile,Høje-Taastrup,Constant prices,1992,85607
1st Decile,Høje-Taastrup,Constant prices,1993,84287
1st Decile,Høje-Taastrup,Constant prices,1994,100511
1st Decile,Høje-Taastrup,Constant prices,1995,104990
1st Decile,Høje-Taastrup,Constant prices,1996,100655
1st Decile,Høje-Taastrup,Constant prices,1997,106606
1st Decile,Høje-Taastrup,Constant prices,1998,107886
1st Decile,Høje-Taastrup,Constant prices,1999,108300
1st Decile,Høje-Taastrup,Constant prices,2000,107306
1st Decile,Høje-Taastrup,Constant prices,2001,108491
1st Decile,Høje-Taastrup,Constant prices,2002,112796
1st Decile,Høje-Taastrup,Constant prices,2003,110420
